Day of Date,MeasureNames,MeasureValues
"May 23, 2021",Exits,69171
"May 24, 2021",Exits,107388
"May 25, 2021",Exits,122919
"May 26, 2021",Exits,118702
"May 27, 2021",Exits,128733
"May 28, 2021",Exits,116004
"May 29, 2021",Exits,81470
"May 30, 2021",Exits,73578
"May 31, 2021",Exits,81649
"June 1, 2021",Exits,121028
"June 2, 2021",Exits,126876
"June 3, 2021",Exits,124335
"June 4, 2021",Exits,130921
"June 5, 2021",Exits,94718
"June 6, 2021",Exits,67647
"June 7, 2021",Exits,123340
"June 8, 2021",Exits,130382
"June 9, 2021",Exits,133615
"June 10, 2021",Exits,135166
"June 11, 2021",Exits,129856
"June 12, 2021",Exits,126481
"June 13, 2021",Exits,78204
"June 14, 2021",Exits,136162
"June 15, 2021",Exits,148178
"June 16, 2021",Exits,151612
"June 17, 2021",Exits,151848
"June 18, 2021",Exits,147617
"June 19, 2021",Exits,111133
"June 20, 2021",Exits,81530
"June 21, 2021",Exits,129839
"June 22, 2021",Exits,134142
"June 23, 2021",Exits,153937
"June 24, 2021",Exits,155662
"June 25, 2021",Exits,156037
"June 26, 2021",Exits,106172
"June 27, 2021",Exits,75618
"June 28, 2021",Exits,146036
"June 29, 2021",Exits,152655
"June 30, 2021",Exits,153220
"July 1, 2021",Exits,148617
"July 2, 2021",Exits,161215
"July 3, 2021",Exits,139789
"July 4, 2021",Exits,207159
"July 5, 2021",Exits,88701
"July 6, 2021",Exits,148905
"July 7, 2021",Exits,155283
"July 8, 2021",Exits,151548
"July 9, 2021",Exits,154896
"July 10, 2021",Exits,114449
"July 11, 2021",Exits,83485
"July 12, 2021",Exits,146666
"July 13, 2021",Exits,159262
"July 14, 2021",Exits,165097
"July 15, 2021",Exits,171006
"July 16, 2021",Exits,182982
"July 17, 2021",Exits,117635
"July 18, 2021",Exits,93121
"July 19, 2021",Exits,156615
"July 20, 2021",Exits,170869
"July 21, 2021",Exits,175649
"July 22, 2021",Exits,173006
"July 23, 2021",Exits,167934
"July 24, 2021",Exits,115419
"July 25, 2021",Exits,85586
"July 26, 2021",Exits,148896
"July 27, 2021",Exits,159535
"July 28, 2021",Exits,161745
"July 29, 2021",Exits,161559
"July 30, 2021",Exits,179281
"July 31, 2021",Exits,126286
"August 1, 2021",Exits,80313
"August 2, 2021",Exits,151617
"August 3, 2021",Exits,156391
"August 4, 2021",Exits,161518
"August 5, 2021",Exits,170452
"August 6, 2021",Exits,163596
"August 7, 2021",Exits,105159
"August 8, 2021",Exits,97262
"August 9, 2021",Exits,139824
"August 10, 2021",Exits,144707
"August 11, 2021",Exits,148241
"August 12, 2021",Exits,154051
"August 13, 2021",Exits,155507
"August 14, 2021",Exits,114534
"August 15, 2021",Exits,88742
"August 16, 2021",Exits,134621
"August 17, 2021",Exits,156688
"August 18, 2021",Exits,150108
"August 19, 2021",Exits,154047
"August 20, 2021",Exits,145152
"August 21, 2021",Exits,112316
"August 22, 2021",Exits,81593
"August 23, 2021",Exits,146878
"August 24, 2021",Exits,154830
"August 25, 2021",Exits,159948
"August 26, 2021",Exits,160660
"August 27, 2021",Exits,156963
"August 28, 2021",Exits,118930
"August 29, 2021",Exits,73020
"August 30, 2021",Exits,159252
"August 31, 2021",Exits,170637
"September 1, 2021",Exits,142165
"September 2, 2021",Exits,176565
"September 3, 2021",Exits,186663
"September 4, 2021",Exits,134427
"September 5, 2021",Exits,105382
"September 6, 2021",Exits,97320
"September 7, 2021",Exits,173891
"September 8, 2021",Exits,180619
"September 9, 2021",Exits,182894
"September 10, 2021",Exits,193332
"September 11, 2021",Exits,130338
"September 12, 2021",Exits,101452
"September 13, 2021",Exits,175040
"September 14, 2021",Exits,187286
"September 15, 2021",Exits,192820
"September 16, 2021",Exits,181441
"September 17, 2021",Exits,191379
"September 18, 2021",Exits,138256
"September 19, 2021",Exits,100361
"September 20, 2021",Exits,172696
"September 21, 2021",Exits,186475
"September 22, 2021",Exits,181345
"September 23, 2021",Exits,188712
"September 24, 2021",Exits,205754
"September 25, 2021",Exits,148151
"September 26, 2021",Exits,99535
"September 27, 2021",Exits,175743
"September 28, 2021",Exits,186460
"September 29, 2021",Exits,204819
"September 30, 2021",Exits,200215
"October 1, 2021",Exits,228239
"October 2, 2021",Exits,191507
"October 3, 2021",Exits,118009
"October 4, 2021",Exits,183619
"October 5, 2021",Exits,193165
"October 6, 2021",Exits,195357
"October 7, 2021",Exits,200646
"October 8, 2021",Exits,207068
"October 9, 2021",Exits,151211
"October 10, 2021",Exits,115690
"October 11, 2021",Exits,140145
"October 12, 2021",Exits,202050
"October 13, 2021",Exits,212510
"October 14, 2021",Exits,207947
"October 15, 2021",Exits,220115
"October 16, 2021",Exits,147438
"October 17, 2021",Exits,110536
"October 18, 2021",Exits,145787
"October 19, 2021",Exits,155816
"October 20, 2021",Exits,160996
"October 21, 2021",Exits,163956
"October 22, 2021",Exits,171880
"October 23, 2021",Exits,122663
"October 24, 2021",Exits,82497
"October 25, 2021",Exits,146474
"October 26, 2021",Exits,160419
"October 27, 2021",Exits,171104
"October 28, 2021",Exits,169660
"October 29, 2021",Exits,145090
"October 30, 2021",Exits,119110
"October 31, 2021",Exits,74891
"November 1, 2021",Exits,151725
"November 2, 2021",Exits,154650
"November 3, 2021",Exits,171574
"November 4, 2021",Exits,174850
"November 5, 2021",Exits,175779
"November 6, 2021",Exits,141122
"November 7, 2021",Exits,87183
"November 8, 2021",Exits,163723
"November 9, 2021",Exits,171236
"November 10, 2021",Exits,176008
"November 11, 2021",Exits,141774
"November 12, 2021",Exits,169808
"November 13, 2021",Exits,144410
"November 14, 2021",Exits,97392
"November 15, 2021",Exits,162182
"November 16, 2021",Exits,175479
"November 17, 2021",Exits,178477
"November 18, 2021",Exits,184152
"November 19, 2021",Exits,176982
"November 20, 2021",Exits,123701
"November 21, 2021",Exits,83223
"November 22, 2021",Exits,163474
"November 23, 2021",Exits,162709
"November 24, 2021",Exits,146356
"November 25, 2021",Exits,47603
"November 26, 2021",Exits,112307
"November 27, 2021",Exits,94516
"November 28, 2021",Exits,77005
"November 29, 2021",Exits,146511
"November 30, 2021",Exits,164623
"December 1, 2021",Exits,177477
"December 2, 2021",Exits,186745
"December 3, 2021",Exits,182822
"December 4, 2021",Exits,144260
"December 5, 2021",Exits,82785
"December 6, 2021",Exits,162440
"December 7, 2021",Exits,171166
"December 8, 2021",Exits,171899
"December 9, 2021",Exits,176663
"December 10, 2021",Exits,189912
"December 11, 2021",Exits,131357
"December 12, 2021",Exits,95400
"December 13, 2021",Exits,157620
"December 14, 2021",Exits,177420
"December 15, 2021",Exits,177645
"December 16, 2021",Exits,177332
"December 17, 2021",Exits,167279
"December 18, 2021",Exits,124945
"December 19, 2021",Exits,85817
"December 20, 2021",Exits,135271
"December 21, 2021",Exits,132292
"December 22, 2021",Exits,124567
"December 23, 2021",Exits,114071
"December 24, 2021",Exits,59359
"December 25, 2021",Exits,28766
"December 26, 2021",Exits,64787
"December 27, 2021",Exits,99770
"December 28, 2021",Exits,114865
"December 29, 2021",Exits,119294
"December 30, 2021",Exits,114594
"December 31, 2021",Exits,79720
"January 1, 2022",Exits,51407
"January 2, 2022",Exits,64756
"January 3, 2022",Exits,63855
"January 4, 2022",Exits,94140
"January 5, 2022",Exits,111454
"January 6, 2022",Exits,115255
"January 7, 2022",Exits,81966
"January 8, 2022",Exits,75377
"January 9, 2022",Exits,48421
"January 10, 2022",Exits,124215
"January 11, 2022",Exits,120576
"January 12, 2022",Exits,126027
"January 13, 2022",Exits,126419
"January 14, 2022",Exits,127728
"January 15, 2022",Exits,86610
"January 16, 2022",Exits,62176
"January 17, 2022",Exits,67192
"January 18, 2022",Exits,132946
"January 19, 2022",Exits,141564
"January 20, 2022",Exits,127070
"January 21, 2022",Exits,161402
"January 22, 2022",Exits,107881
"January 23, 2022",Exits,72848
"January 24, 2022",Exits,132084
"January 25, 2022",Exits,139670
"January 26, 2022",Exits,138257
"January 27, 2022",Exits,139444
"January 28, 2022",Exits,132718
"January 29, 2022",Exits,85705
"January 30, 2022",Exits,62149
"January 31, 2022",Exits,131230
"February 1, 2022",Exits,145845
"February 2, 2022",Exits,155565
"February 3, 2022",Exits,147604
"February 4, 2022",Exits,133165
"February 5, 2022",Exits,101164
"February 6, 2022",Exits,67574
"February 7, 2022",Exits,141939
"February 8, 2022",Exits,156404
"February 9, 2022",Exits,158875
"February 10, 2022",Exits,159099
"February 11, 2022",Exits,157234
"February 12, 2022",Exits,113600
"February 13, 2022",Exits,65862
"February 14, 2022",Exits,145342
"February 15, 2022",Exits,153407
"February 16, 2022",Exits,159256
"February 17, 2022",Exits,161304
"February 18, 2022",Exits,157203
"February 19, 2022",Exits,113382
"February 20, 2022",Exits,87150
"February 21, 2022",Exits,102031
"February 22, 2022",Exits,155078
"February 23, 2022",Exits,167409
"February 24, 2022",Exits,155557
"February 25, 2022",Exits,157085
"February 26, 2022",Exits,116200
"February 27, 2022",Exits,83756
"February 28, 2022",Exits,163827
"March 1, 2022",Exits,178710
"March 2, 2022",Exits,185040
"March 3, 2022",Exits,187179
"March 4, 2022",Exits,178175
"March 5, 2022",Exits,131464
"March 6, 2022",Exits,93514
"March 7, 2022",Exits,172024
"March 8, 2022",Exits,185795
"March 9, 2022",Exits,175246
"March 10, 2022",Exits,189225
"March 11, 2022",Exits,188862
"March 12, 2022",Exits,95705
"March 13, 2022",Exits,91299
"March 14, 2022",Exits,182702
"March 15, 2022",Exits,217091
"March 16, 2022",Exits,222969
"March 17, 2022",Exits,201916
"March 18, 2022",Exits,213453
"March 19, 2022",Exits,170374
"March 20, 2022",Exits,122400
"March 21, 2022",Exits,200957
"March 22, 2022",Exits,243708
"March 23, 2022",Exits,211309
"March 24, 2022",Exits,218707
"March 25, 2022",Exits,250680
"March 26, 2022",Exits,263472
"March 27, 2022",Exits,139230
"March 28, 2022",Exits,200751
"March 29, 2022",Exits,221465
"March 30, 2022",Exits,227825
"March 31, 2022",Exits,215104
"April 1, 2022",Exits,232917
"April 2, 2022",Exits,205458
"April 3, 2022",Exits,143003
"April 4, 2022",Exits,213208
"April 5, 2022",Exits,223599
"April 6, 2022",Exits,236188
"April 7, 2022",Exits,227145
"April 8, 2022",Exits,241255
"April 9, 2022",Exits,212554
"April 10, 2022",Exits,144770
"April 11, 2022",Exits,204096
"April 12, 2022",Exits,237411
"April 13, 2022",Exits,233573
"April 14, 2022",Exits,222261
"April 15, 2022",Exits,214151
"April 16, 2022",Exits,174913
"April 17, 2022",Exits,101242
"April 18, 2022",Exits,179626
"April 19, 2022",Exits,236453
"April 20, 2022",Exits,244340
"April 21, 2022",Exits,246309
"April 22, 2022",Exits,241671
"April 23, 2022",Exits,175152
"April 24, 2022",Exits,128002
"April 25, 2022",Exits,199601
"April 26, 2022",Exits,233872
"April 27, 2022",Exits,236600
"April 28, 2022",Exits,230299
"April 29, 2022",Exits,212775
"April 30, 2022",Exits,153674
"May 1, 2022",Exits,104173
"May 2, 2022",Exits,205945
"May 3, 2022",Exits,241611
"May 4, 2022",Exits,233904
"May 5, 2022",Exits,234632
"May 6, 2022",Exits,192231
"May 7, 2022",Exits,131173
"May 8, 2022",Exits,94442
"May 9, 2022",Exits,210220
"May 10, 2022",Exits,249625
"May 11, 2022",Exits,250842
"May 12, 2022",Exits,256943
"May 13, 2022",Exits,239957
"May 14, 2022",Exits,179738
"May 15, 2022",Exits,127462
"May 16, 2022",Exits,197862
"May 17, 2022",Exits,243753
"May 18, 2022",Exits,241436
"May 19, 2022",Exits,232574
"May 20, 2022",Exits,214164
"May 21, 2022",Exits,141048
"May 22, 2022",Exits,95794
"May 23, 2022",Exits,220444
"May 24, 2022",Exits,240709
"May 25, 2022",Exits,249398
"May 26, 2022",Exits,235821
"May 27, 2022",Exits,190102
"May 28, 2022",Exits,165030
"May 29, 2022",Exits,152822
"May 30, 2022",Exits,125639
"May 31, 2022",Exits,226946
"June 1, 2022",Exits,244409
"June 2, 2022",Exits,228632
"June 3, 2022",Exits,231078
"June 4, 2022",Exits,161825
"June 5, 2022",Exits,122826
"June 6, 2022",Exits,227492
"June 7, 2022",Exits,259292
"June 8, 2022",Exits,265952
"June 9, 2022",Exits,260341
"June 10, 2022",Exits,255278
"June 11, 2022",Exits,223273
"June 12, 2022",Exits,151138
"June 13, 2022",Exits,236791
"June 14, 2022",Exits,271806
"June 15, 2022",Exits,278702
"June 16, 2022",Exits,272669
"June 17, 2022",Exits,279347
"June 18, 2022",Exits,224935
"June 19, 2022",Exits,159783
"June 20, 2022",Exits,155269
"June 21, 2022",Exits,263404
"June 22, 2022",Exits,265653
"June 23, 2022",Exits,256797
"June 24, 2022",Exits,262623
"June 25, 2022",Exits,182308
"June 26, 2022",Exits,120749
"June 27, 2022",Exits,225190
"June 28, 2022",Exits,272276
"June 29, 2022",Exits,266161
"June 30, 2022",Exits,251678
"July 1, 2022",Exits,226979
"July 2, 2022",Exits,154795
"July 3, 2022",Exits,151873
"July 4, 2022",Exits,251394
"July 5, 2022",Exits,234035
"July 6, 2022",Exits,251925
"July 7, 2022",Exits,245113
"July 8, 2022",Exits,227579
"July 9, 2022",Exits,128658
"July 10, 2022",Exits,122049
"July 11, 2022",Exits,226547
"July 12, 2022",Exits,261814
"July 13, 2022",Exits,283050
"July 14, 2022",Exits,275151
"July 15, 2022",Exits,255440
"July 16, 2022",Exits,173655
"July 17, 2022",Exits,131796
"July 18, 2022",Exits,220781
"July 19, 2022",Exits,267627
"July 20, 2022",Exits,272642
"July 21, 2022",Exits,254150
"July 22, 2022",Exits,228969
"July 23, 2022",Exits,157360
"July 24, 2022",Exits,112577
"July 25, 2022",Exits,210787
"July 26, 2022",Exits,257625
"July 27, 2022",Exits,262707
"July 28, 2022",Exits,264870
"July 29, 2022",Exits,243787
"July 30, 2022",Exits,192585
"July 31, 2022",Exits,117669
"August 1, 2022",Exits,218228
"August 2, 2022",Exits,269157
"August 3, 2022",Exits,267188
"August 4, 2022",Exits,246371
"August 5, 2022",Exits,209685
"August 6, 2022",Exits,153503
"August 7, 2022",Exits,110307
"August 8, 2022",Exits,220146
"August 9, 2022",Exits,241264
"August 10, 2022",Exits,234409
"August 11, 2022",Exits,240727
"August 12, 2022",Exits,236704
"August 13, 2022",Exits,165738
"August 14, 2022",Exits,114858
"August 15, 2022",Exits,211236
"August 16, 2022",Exits,255546
"August 17, 2022",Exits,251277
"August 18, 2022",Exits,238806
"August 19, 2022",Exits,216816
"August 20, 2022",Exits,148310
"August 21, 2022",Exits,99424
"August 22, 2022",Exits,203091
"August 23, 2022",Exits,255393
"August 24, 2022",Exits,249040
"August 25, 2022",Exits,244136
"August 26, 2022",Exits,232281
"August 27, 2022",Exits,154683
"August 28, 2022",Exits,118955
"August 29, 2022",Exits,219827
"August 30, 2022",Exits,254191
"August 31, 2022",Exits,262997
"September 1, 2022",Exits,252374
"September 2, 2022",Exits,219168
"September 3, 2022",Exits,173958
"September 4, 2022",Exits,139160
"September 5, 2022",Exits,105248
"September 6, 2022",Exits,252005
"September 7, 2022",Exits,268613
"September 8, 2022",Exits,288814
"September 9, 2022",Exits,240860
"September 10, 2022",Exits,151820
"September 11, 2022",Exits,98202
"September 12, 2022",Exits,225381
"September 13, 2022",Exits,281776
"September 14, 2022",Exits,290251
"September 15, 2022",Exits,272051
"September 16, 2022",Exits,245895
"September 17, 2022",Exits,176576
"September 18, 2022",Exits,130501
"September 19, 2022",Exits,227652
"September 20, 2022",Exits,275668
"September 21, 2022",Exits,279004
"September 22, 2022",Exits,265663
"September 23, 2022",Exits,242265
"September 24, 2022",Exits,185663
"September 25, 2022",Exits,120418
"September 26, 2022",Exits,231576
"September 27, 2022",Exits,288561
"September 28, 2022",Exits,286468
"September 29, 2022",Exits,274155
"September 30, 2022",Exits,237669
"October 1, 2022",Exits,146591
"October 2, 2022",Exits,97655
"October 3, 2022",Exits,220946
"October 4, 2022",Exits,266364
"October 5, 2022",Exits,270249
"October 6, 2022",Exits,276297
"October 7, 2022",Exits,245934
"October 8, 2022",Exits,199599
"October 9, 2022",Exits,157711
"October 10, 2022",Exits,181453
"October 11, 2022",Exits,288430
"October 12, 2022",Exits,309200
"October 13, 2022",Exits,266928
"October 14, 2022",Exits,259141
"October 15, 2022",Exits,187175
"October 16, 2022",Exits,124160
"October 17, 2022",Exits,239895
"October 18, 2022",Exits,286983
"October 19, 2022",Exits,287551
"October 20, 2022",Exits,280860
"October 21, 2022",Exits,261589
"October 22, 2022",Exits,197311
"October 23, 2022",Exits,130888
"October 24, 2022",Exits,234387
"October 25, 2022",Exits,284715
"October 26, 2022",Exits,285399
"October 27, 2022",Exits,284690
"October 28, 2022",Exits,257403
"October 29, 2022",Exits,191790
"October 30, 2022",Exits,166877
"October 31, 2022",Exits,224422
"November 1, 2022",Exits,280555
"November 2, 2022",Exits,285495
"November 3, 2022",Exits,280424
"November 4, 2022",Exits,252708
"November 5, 2022",Exits,190560
"November 6, 2022",Exits,127869
"November 7, 2022",Exits,250404
"November 8, 2022",Exits,276407
"November 9, 2022",Exits,300988
"November 10, 2022",Exits,295652
"November 11, 2022",Exits,183485
"November 12, 2022",Exits,183662
"November 13, 2022",Exits,120405
"November 14, 2022",Exits,236855
"November 15, 2022",Exits,284932
"November 16, 2022",Exits,303330
"November 17, 2022",Exits,291819
"November 18, 2022",Exits,255737
"November 19, 2022",Exits,174671
"November 20, 2022",Exits,112954
"November 21, 2022",Exits,228687
"November 22, 2022",Exits,246122
"November 23, 2022",Exits,205820
"November 24, 2022",Exits,65536
"November 25, 2022",Exits,153325
"November 26, 2022",Exits,142881
"November 27, 2022",Exits,92783
"November 28, 2022",Exits,227356
"November 29, 2022",Exits,275659
"November 30, 2022",Exits,273036
"December 1, 2022",Exits,282497
"December 2, 2022",Exits,255513
"December 3, 2022",Exits,174101
"December 4, 2022",Exits,123432
"December 5, 2022",Exits,245920
"December 6, 2022",Exits,288682
"December 7, 2022",Exits,297763
"December 8, 2022",Exits,294851
"December 9, 2022",Exits,266562
"December 10, 2022",Exits,182226
"December 11, 2022",Exits,118181
"December 12, 2022",Exits,245916
"December 13, 2022",Exits,301565
"December 14, 2022",Exits,299348
"December 15, 2022",Exits,239710
"December 16, 2022",Exits,255999
"December 17, 2022",Exits,193316
"December 18, 2022",Exits,119646
"December 19, 2022",Exits,229008
"December 20, 2022",Exits,242649
"December 21, 2022",Exits,231530
"December 22, 2022",Exits,165857
"December 23, 2022",Exits,136421
"December 24, 2022",Exits,59634
"December 25, 2022",Exits,34592
"December 26, 2022",Exits,95131
"December 27, 2022",Exits,175727
"December 28, 2022",Exits,195538
"December 29, 2022",Exits,205097
"December 30, 2022",Exits,194682
"December 31, 2022",Exits,98046
"January 1, 2023",Exits,112608
"January 2, 2023",Exits,130872
"January 3, 2023",Exits,278123
"January 4, 2023",Exits,282805
"January 5, 2023",Exits,284118
"January 6, 2023",Exits,258424
"January 7, 2023",Exits,168300
"January 8, 2023",Exits,132971
"January 9, 2023",Exits,270768
"January 10, 2023",Exits,315985
"January 11, 2023",Exits,324074
"January 12, 2023",Exits,304344
"January 13, 2023",Exits,270469
"January 14, 2023",Exits,178697
"January 15, 2023",Exits,145481
"January 16, 2023",Exits,167639
"January 17, 2023",Exits,319041
"January 18, 2023",Exits,330589
"January 19, 2023",Exits,319842
"January 20, 2023",Exits,307450
"January 21, 2023",Exits,202914
"January 22, 2023",Exits,136730
"January 23, 2023",Exits,267821
"January 24, 2023",Exits,334177
"January 25, 2023",Exits,309771
"January 26, 2023",Exits,338217
"January 27, 2023",Exits,286952
"January 28, 2023",Exits,209798
"January 29, 2023",Exits,134064
"January 30, 2023",Exits,274720
"January 31, 2023",Exits,318050
"February 1, 2023",Exits,285546
"February 2, 2023",Exits,310657
"February 3, 2023",Exits,261485
"February 4, 2023",Exits,158193
"February 5, 2023",Exits,127596
"February 6, 2023",Exits,275601
"February 7, 2023",Exits,328021
"February 8, 2023",Exits,340861
"February 9, 2023",Exits,322477
"February 10, 2023",Exits,282722
"February 11, 2023",Exits,195810
"February 12, 2023",Exits,119900
"February 13, 2023",Exits,273186
"February 14, 2023",Exits,340830
"February 15, 2023",Exits,337406
"February 16, 2023",Exits,324024
"February 17, 2023",Exits,263376
"February 18, 2023",Exits,208835
"February 19, 2023",Exits,175459
"February 20, 2023",Exits,185153
"February 21, 2023",Exits,324796
"February 22, 2023",Exits,321454
"February 23, 2023",Exits,338325
"February 24, 2023",Exits,281844
"February 25, 2023",Exits,178496
"February 26, 2023",Exits,141108
"February 27, 2023",Exits,282166
"February 28, 2023",Exits,338558
"March 1, 2023",Exits,350880
"March 2, 2023",Exits,337003
"March 3, 2023",Exits,280024
"March 4, 2023",Exits,210503
"March 5, 2023",Exits,166001
"March 6, 2023",Exits,289812
"March 7, 2023",Exits,345134
"March 8, 2023",Exits,355395
"March 9, 2023",Exits,349131
"March 10, 2023",Exits,280294
"March 11, 2023",Exits,216171
"March 12, 2023",Exits,153034
"March 13, 2023",Exits,299226
"March 14, 2023",Exits,365265
"March 15, 2023",Exits,372804
"March 16, 2023",Exits,370513
"March 17, 2023",Exits,329124
"March 18, 2023",Exits,277559
"March 19, 2023",Exits,170115
"March 20, 2023",Exits,302443
"March 21, 2023",Exits,379308
"March 22, 2023",Exits,396540
"March 23, 2023",Exits,392093
"March 24, 2023",Exits,312315
"March 25, 2023",Exits,253884
"March 26, 2023",Exits,328130
"March 27, 2023",Exits,340259
"March 28, 2023",Exits,406074
"March 29, 2023",Exits,404070
"March 30, 2023",Exits,403887
"March 31, 2023",Exits,352853
"April 1, 2023",Exits,284044
"April 2, 2023",Exits,255468
"April 3, 2023",Exits,351107
"April 4, 2023",Exits,420440
"April 5, 2023",Exits,409255
"April 6, 2023",Exits,367380
"April 7, 2023",Exits,339632
"April 8, 2023",Exits,269217
"April 9, 2023",Exits,170512
"April 10, 2023",Exits,318005
"April 11, 2023",Exits,380760
"April 12, 2023",Exits,391823
"April 13, 2023",Exits,405083
"April 14, 2023",Exits,358484
"April 15, 2023",Exits,277223
"April 16, 2023",Exits,214916
"April 17, 2023",Exits,295403
"April 18, 2023",Exits,373589
"April 19, 2023",Exits,386460
"April 20, 2023",Exits,364434
"April 21, 2023",Exits,324764
"April 22, 2023",Exits,186917
"April 23, 2023",Exits,162702
"April 24, 2023",Exits,308541
"April 25, 2023",Exits,368676
"April 26, 2023",Exits,376420
"April 27, 2023",Exits,372470
"April 28, 2023",Exits,280322
"April 29, 2023",Exits,251027
"April 30, 2023",Exits,145996
"May 1, 2023",Exits,314016
"May 2, 2023",Exits,365506
"May 3, 2023",Exits,373412
"May 4, 2023",Exits,366598
"May 5, 2023",Exits,323308
"May 6, 2023",Exits,256177
"May 7, 2023",Exits,162880
"May 8, 2023",Exits,310788
"May 9, 2023",Exits,367657
"May 10, 2023",Exits,380467
"May 11, 2023",Exits,374112
"May 12, 2023",Exits,349191
"May 13, 2023",Exits,236268
"May 14, 2023",Exits,192168
"May 15, 2023",Exits,325675
"May 16, 2023",Exits,389013
"May 17, 2023",Exits,393079
"May 18, 2023",Exits,383121
"May 19, 2023",Exits,358546
"May 20, 2023",Exits,275320
"May 21, 2023",Exits,205996
"May 22, 2023",Exits,329609
"May 23, 2023",Exits,410514
"May 24, 2023",Exits,401459
"May 25, 2023",Exits,375945
"May 26, 2023",Exits,318865
"May 27, 2023",Exits,231193
"May 28, 2023",Exits,203658
"May 29, 2023",Exits,174589
"May 30, 2023",Exits,365521
"May 31, 2023",Exits,388204
"June 1, 2023",Exits,382862
"June 2, 2023",Exits,367040
"June 3, 2023",Exits,248290
"June 4, 2023",Exits,195443
"June 5, 2023",Exits,338535
"June 6, 2023",Exits,418307
"June 7, 2023",Exits,415574
"June 8, 2023",Exits,372166
"June 9, 2023",Exits,335996
"June 10, 2023",Exits,314022
"June 11, 2023",Exits,219753
"June 12, 2023",Exits,326742
"June 13, 2023",Exits,412266
"June 14, 2023",Exits,419246
"June 15, 2023",Exits,395693
"June 16, 2023",Exits,343196
"June 17, 2023",Exits,270537
"June 18, 2023",Exits,200182
"June 19, 2023",Exits,223592
"June 20, 2023",Exits,391785
"June 21, 2023",Exits,381802
"June 22, 2023",Exits,385010
"June 23, 2023",Exits,318065
"June 24, 2023",Exits,277043
"June 25, 2023",Exits,187187
"June 26, 2023",Exits,316405
"June 27, 2023",Exits,385935
"June 28, 2023",Exits,400335
"June 29, 2023",Exits,381391
"June 30, 2023",Exits,322722
"July 1, 2023",Exits,232633
"July 2, 2023",Exits,205975
"July 3, 2023",Exits,311781
"July 4, 2023",Exits,422633
"July 5, 2023",Exits,366571
"July 6, 2023",Exits,375056
"July 7, 2023",Exits,341759
"July 8, 2023",Exits,259764
"July 9, 2023",Exits,179787
"July 10, 2023",Exits,333191
"July 11, 2023",Exits,403243
"July 12, 2023",Exits,404982
"July 13, 2023",Exits,397042
"July 14, 2023",Exits,338661
"July 15, 2023",Exits,246374
"July 16, 2023",Exits,185103
"July 17, 2023",Exits,339410
"July 18, 2023",Exits,412292
"July 19, 2023",Exits,413833
"July 20, 2023",Exits,405176
"July 21, 2023",Exits,370226
"July 22, 2023",Exits,270463
"July 23, 2023",Exits,204026
"July 24, 2023",Exits,337701
"July 25, 2023",Exits,401469
"July 26, 2023",Exits,412069
"July 27, 2023",Exits,380248
"July 28, 2023",Exits,338202
"July 29, 2023",Exits,244669
"July 30, 2023",Exits,203076
"July 31, 2023",Exits,329804
"August 1, 2023",Exits,389357
"August 2, 2023",Exits,391829
"August 3, 2023",Exits,369007
"August 4, 2023",Exits,334487
"August 5, 2023",Exits,239708
"August 6, 2023",Exits,185412
"August 7, 2023",Exits,307028
"August 8, 2023",Exits,369092
"August 9, 2023",Exits,370350
"August 10, 2023",Exits,343969
"August 11, 2023",Exits,324602
"August 12, 2023",Exits,244020
"August 13, 2023",Exits,174972
"August 14, 2023",Exits,286920
"August 15, 2023",Exits,356008
"August 16, 2023",Exits,370628
"August 17, 2023",Exits,358997
"August 18, 2023",Exits,323085
"August 19, 2023",Exits,243463
"August 20, 2023",Exits,169937
"August 21, 2023",Exits,302004
"August 22, 2023",Exits,358689
"August 23, 2023",Exits,360631
"August 24, 2023",Exits,345111
"August 25, 2023",Exits,302166
"August 26, 2023",Exits,236903
"August 27, 2023",Exits,175069
"August 28, 2023",Exits,307281
"August 29, 2023",Exits,369315
"August 30, 2023",Exits,374055
"August 31, 2023",Exits,375521
"September 1, 2023",Exits,352060
"September 2, 2023",Exits,268881
"September 3, 2023",Exits,209914
"September 4, 2023",Exits,165808
"September 5, 2023",Exits,380297
"September 6, 2023",Exits,395621
"September 7, 2023",Exits,380058
"September 8, 2023",Exits,348710
"September 9, 2023",Exits,230908
"September 10, 2023",Exits,183343
"September 11, 2023",Exits,349415
"September 12, 2023",Exits,416966
"September 13, 2023",Exits,425964
"September 14, 2023",Exits,412567
"September 15, 2023",Exits,356171
"September 16, 2023",Exits,260201
"September 17, 2023",Exits,167068
"September 18, 2023",Exits,354550
"September 19, 2023",Exits,428404
"September 20, 2023",Exits,442522
"September 21, 2023",Exits,431865
"September 22, 2023",Exits,381942
"September 23, 2023",Exits,194038
"September 24, 2023",Exits,199138
"September 25, 2023",Exits,349389
"September 26, 2023",Exits,421387
"September 27, 2023",Exits,434587
"September 28, 2023",Exits,426718
"September 29, 2023",Exits,385452
"September 30, 2023",Exits,304750
"October 1, 2023",Exits,201521
"October 2, 2023",Exits,349692
"October 3, 2023",Exits,418603
"October 4, 2023",Exits,423953
"October 5, 2023",Exits,418542
"October 6, 2023",Exits,359259
"October 7, 2023",Exits,256285
"October 8, 2023",Exits,220695
"October 9, 2023",Exits,254918
"October 10, 2023",Exits,422769
"October 11, 2023",Exits,434821
"October 12, 2023",Exits,421973
